station_no,station_name,lat,lon
115353,"Inchnadamph No 2",58.1536532,-4.979030308
115354,"Inchvuilt",57.40830735,-4.957620811
115585,"Ingleston Farm",54.81170556,-4.166358356
14981,"Innerleithen",55.61992749,-3.061056074
115229,"Insch No 2",57.34247484,-2.616879972
336367,"Inshes",57.45203372,-4.184715941
234240,"Inveran",57.94318903,-4.410383325
234241,"Inverbervie",56.85144056,-2.286119413
234242,"Inverbroom",57.81047099,-5.058237756
115356,"Inverewe Garden",57.77399694,-5.596995718
115230,"Inverey",56.98569953,-3.500915775
234243,"Invergairn",57.05992614,-3.069535364
371579,"Inveriscandye",56.79987798,-2.626620926
535718,"Inverlaidnan Bridge",57.26705143,-3.883273172
133097,"Inverlochy",56.40496092,-4.923669812
14926,"Invermark",56.91121364,-2.914811966
234247,"Invermuick",57.03951544,-3.049304978
354624,"Inveroykel Bailey Bridge",57.97362007,-4.604090887
234248,"Invertruim",57.04053804,-4.164639706
234249,"Inverugie",57.52669115,-1.832792272
115588,"Inveruglas",56.2473573,-4.71287133
367365,"Inverurie",57.2583172,-2.362253256
335641,"Inzion",56.68930326,-3.177597556
115589,"Irvine Gailes",55.58754361,-4.663320263
327231,"Irvine Waterside",55.61682305,-4.674740715
341495,"Ivy Bridge",57.31837309,-4.497591991
15006,"Jedburgh",55.48529122,-2.54668704
541725,"Jedburgh Castle",55.47029248,-2.557045815
559082,"Johnstonehall",55.06482387,-3.221128314
367360,"Keith",57.55084994,-2.952079018
532820,"Kelly Den - Arbilot",56.55248062,-2.640451372
14929,"Kemback",56.3309034,-2.948442952
8295,"Kenmore",56.59638815,-3.985061725
234251,"Kerrow Wood",57.34937628,-4.736427892
494257,"Kilbirnie",55.75642821,-4.685378197
133099,"Killermont",55.90623638,-4.307622592
341380,"Killermont Raingauge",55.91108458,-4.305014408
14958,"Killiecrankie",56.75025399,-3.79910265
234252,"Killilan",57.31881832,-5.424835603
14933,"Killin",56.45816211,-4.331876561
234253,"Kilphedir",58.14138911,-3.702814019
15211,"Kilspindie",56.01342344,-2.874113551
133101,"Kilwinning",55.64563956,-4.692060096
14890,"Kinbuck",56.2255551,-3.949530685
234254,"Kincraig",57.12680642,-3.92521234
14955,"Kindrogan",56.74926972,-3.544931301
494728,"Kingairloch Tide Gauge",56.61619985,-5.503025816
473550,"Kinghorn Ecology Centre Rain Gauge",56.07462319,-3.193432968
14972,"Kingledores",55.54240926,-3.413947163
15062,"Kingsbarns",56.31015343,-2.664998475
503411,"Kingston Tide Gauge",57.67317185,-3.108441404
14968,"Kinkell Bridge",56.33018709,-3.726992915
471362,"Kinlochewe Lodge",57.60438272,-5.291673059
115596,"Kinmount House",55.01095443,-3.351411196
234257,"Kinrara",57.15134199,-3.85017621
14903,"Kinross",56.19853589,-3.422943515
335617,"Kirkcaldy",56.11765342,-3.147961765
115598,"Kirkcowan",54.91691338,-4.612059475
506171,"Kirkcudbright Bay Tide Gauge",54.79470544,-4.06235608
504458,"Kirkcudbright Raingauge",54.84543419,-4.038511682
124855,"Kirkfieldbank",55.67631471,-3.803247871
133102,"Kirkmuirhill",55.66506695,-3.893674093
116005,"Kirkton Burn",56.36683432,-4.377397065
14923,"Kirkton Mill",56.63544717,-2.564584008
348944,"Kirkton Mill Drift Obs BH",56.63549217,-2.564568378
463690,"Kirktown of Fetteresso",56.96107386,-2.24381097
515885,"Kirkwall",58.98622363,-2.949352863
536545,"Kirkwall Tide Gauge",58.98544269,-2.960257953
361048,"Kirriemuir STW",56.65983513,-2.999773468
115599,"Kirriereoch",55.15077902,-4.571934377
115363,"Knockanrock",58.03118174,-5.07294078
379369,"Knowehead shallow obs BH Freuchie",56.2499251,-3.165039093
14458,"Knowhead",56.24966295,-3.166160852
368486,"Ladyflat Farm",55.75636712,-2.369501202
115600,"Lagafater Lodge",55.04328363,-4.913741812
396186,"Lagganbeg",56.05128388,-4.52729393
115602,"Lanark B",55.67954261,-3.784692222
115603,"Lanark STW",55.67436394,-3.795938206
133103,"Langholm A",55.46679973,-4.362070221
506155,"Langholm Bridge",55.1521906,-3.000489189
354621,"Langwell Lodge",57.9748238,-5.100589967
14902,"Lathro",56.2213192,-3.42872292
14996,"Lauder (New Mills)",55.73932168,-2.755976423
356217,"Laxdale",57.86865846,-6.893581696
234260,"Laxford Bridge",58.37221983,-4.991457712
412495,"Lecht Weather Station",57.19821668,-3.25888009
133104,"Lennox Castle",55.98029455,-4.220982816
14874,"Lennoxlove",55.93584934,-2.784195821
133105,"Letham",55.76643914,-4.284272139
338381,"Letham Grange",56.60403394,-2.609495534
234262,"Levishie",57.22003826,-4.647834071
335979,"Lewis-Carishader",58.19291025,-6.941762701
14876,"Liberton",55.92458009,-3.165787507
542772,"Limmerhaugh",55.51674252,-4.189197017
14990,"Lindean",55.57486097,-2.816174621
133106,"Lingerton",56.01244753,-5.422443562
368493,"Links Farm",56.53282434,-3.339459645
133107,"Linnbrane",55.98877125,-4.57598193
234264,"Little Assynt",58.17438109,-5.152302768
234265,"Littlemill",57.04544067,-3.118285636
474477,"Loakmill No 2",56.49180756,-3.508004624
356328,"Loch A Bhraoin",57.72829261,-5.098319842
354613,"Loch Ailsh Level",58.04827715,-4.855312073
554837,"Loch Ard",56.18379617,-4.422949664
473090,"Loch Beannacharain",57.5217999,-4.95927599
133163,"Loch Dee Outlet",55.08809918,-4.386053697
115368,"Loch Droma",57.73309629,-4.936434641
234267,"Loch Flemington",57.54236344,-3.993033026
14910,"Loch Katrine",56.22701614,-4.43624573
477620,"Loch Leven Sluices",56.17937821,-3.335224928
473675,"Loch Maree",57.6695583,-5.447154185
234268,"Loch Naver",58.28571328,-4.389718176
115369,"Loch Of Hundland",59.11205747,-3.229365594
485489,"Loch Restil",56.23604254,-4.853369348
354622,"Loch Tormasad",57.56195723,-7.316740973
579464,"Loch Vaa",57.23627646,-3.803196316
14898,"Loch Venachar",56.23425763,-4.25686637
458798,"Lochboisdale",57.15462713,-7.31655462
115370,"Lochcarron",57.40008827,-5.494920778
115371,"Lochindorb Level",57.39798722,-3.714675739
336847,"Lochindorb North",57.41478835,-3.691385645
336419,"Lochmaben",55.13661823,-3.462704212
509677,"Lochwinnoch",55.78853152,-4.618943233
567430,"Logie Bridge",57.49449251,-3.736619229
14927,"Logie Mill",56.7668773,-2.493365398
133760,"Longbridgemuir Farm",55.00586713,-3.455079486
473167,"Lossiemouth",57.71918475,-3.323337879
115611,"Low Creoch",54.90352684,-4.18922643
133167,"Low Malzie",54.85901864,-4.522077924
115612,"Lower Black Laggan",55.07053305,-4.398510409
115374,"Lower Diabaig",57.57896957,-5.691679137
116006,"Lower Monachyle",56.37472206,-4.4712587
14865,"Luffness",56.02022484,-2.821888561
17156,"Luffness Borehole",56.01180479,-2.835423016
115376,"Luib",57.5445048,-5.123945869
327237,"Lukeston",55.98447497,-4.240765022
14940,"Luncarty",56.46394135,-3.477636063
133108,"Luss",56.10033657,-4.644123033
129558,"Luss Raingauge",56.09892116,-4.638863963
14928,"Luther Bridge",56.7936908,-2.55997015
14973,"Lyne Ford",55.64466586,-3.263056512
14974,"Lyne Station",55.64733183,-3.25808918
769215,"Lyth No.2",58.54946077,-3.20660814
133110,"Maidencots",55.51579546,-3.695370189
133111,"Mainholm",55.46104476,-4.592546164
348936,"Mains of Balgavies Deep sst Obs BH",56.65231898,-2.761840366
348939,"Mains of Balgavies Shallow Sst Bedrock B",56.65229203,-2.761839822
234274,"Mar Lodge",56.98804049,-3.486197825
14959,"Marble Lodge",56.82242289,-3.816539353
14976,"March Street",55.6553291,-3.19057537
459908,"Maryfield Shallow Obs BH",55.08650073,-3.664713902
340431,"Maverston Farm BH3",57.6566082,-3.169188924
115616,"Meadowfoot",55.40534471,-3.799886702
356327,"Meikle Kinord",57.07826247,-2.921345756
15066,"Meikle Tombane",56.541982,-3.712440434
504722,"Meikleholm Bridge",55.36209214,-3.462380402
115617,"Merton Bank Lochmaben",55.13494009,-3.439865821
14945,"Mill Bank",56.54503404,-3.333677733
354623,"Mill Croft",57.2886568,-7.368331541
205209,"Mill Of Gavel",57.55561687,-2.009109628
368494,"Mill of Keithfield",57.39549598,-2.268170959
365228,"Mill of Keithfield BH",57.3950635,-2.268783395
234277,"Mill of Tore",57.33389585,-4.575831167
133112,"Milliken Park",55.82523457,-4.537788828
115618,"Millport",55.74955539,-4.907441406
133113,"Milngavie",55.93341456,-4.309062631
14907,"Milton",56.18112306,-4.412580797
15080,"Milton of Abercairny",56.38855693,-3.780451706
133114,"Milton of Campsie",55.95994689,-4.153697207
494729,"Milton of Evelix TBR",57.89128749,-4.084164503
234279,"Minmore",57.34451357,-3.328222906
338429,"Minnigaff",54.9588823,-4.471659058
133168,"Minnoch Bridge",55.03887143,-4.563503023
14949,"Moar",56.57276553,-4.388958153
115235,"Mongour",57.00199506,-2.388582046
15078,"Montrose",56.69908575,-2.491155025
133115,"Monyquil Farm",55.56419458,-5.271931931
557502,"Morebattle - The Steading",55.513011442837,-2.37190367971812
133169,"Mossknowe",55.01280562,-3.119586538
15022,"Mouthbridge",55.77012815,-2.279193263
234284,"Moy Bridge",57.55657789,-4.539965573
115621,"Mugdock Country Park",55.97229231,-4.331124308
115380,"Muir of Ord No 2",57.51661685,-4.461986958
234286,"Muiresk",57.53766592,-2.493533301
115622,"Muirkirk STW",55.51335703,-4.096604222
490986,"Muirshiel RG",55.84918458,-4.742664896
115236,"Mulben",57.52490671,-3.101199589
372859,"Murray Burn",55.91287677,-3.317681386
14868,"Murrayfield",55.94563152,-3.237786767
335650,"Murton",56.65077608,-2.823539396
348935,"Murton Nature Reserve Observation BH",56.64902313,-2.829111283
635,"Musselburgh",55.93950941,-3.060909073
341339,"Musselburgh Tidal",55.94722512,-3.048630228
335651,"Mylnefield",56.46017678,-3.075838089
341224,"Nairn Dunbar Golf Course",57.59406094,-3.842759406
234287,"Ness-side",57.4545366,-4.259846808
335803,"Nether Borlum",57.46312383,-3.340191584
234289,"New Kelso",57.42953514,-5.429999168
336526,"Newbridge",55.0929593,-3.644453696
133170,"Newcastleton",55.17647238,-2.81316152
234290,"Newhall Bridge",57.65781737,-4.17662641
14882,"Newliston",55.9429625,-3.420216359
133117,"Newmilns",55.60610732,-4.331033075
14914,"Newport",56.43741936,-2.94561274
14953,"Newton Bridge",56.4611514,-3.799234379
15083,"Newton of Falkland",56.25431474,-3.186268594
14419,"Newton of Falkland Borehole",56.25379438,-3.186187933
133171,"Newton Stewart",54.95726338,-4.480525846
115627,"Newtonairds",55.10134134,-3.742902191
15118,"Newtown Sewage Works",55.57727007,-2.662608647
335797,"Nigg Headworks",57.13140193,-2.061103972
9514,"Norham",55.72229365,-2.163435109
335621,"North Berwick (Kingston)",56.03149667,-2.734270572
336228,"North Voxter",60.03840774,-1.219227437
14909,"Nungate",55.95402395,-2.771735305
15215,"Nunraw Abbey",55.92185875,-2.653499917
490749,"Oban Tidal",56.41160383,-5.480662403
367364,"Old Mill of Newton",57.35801578,-2.577016947
115385,"Old Town Ardgay",57.87370804,-4.369676162
335978,"Ord",57.15038733,-5.939815958
15007,"Ormiston Mill",55.54491924,-2.473314492
133118,"Overlee",55.78987786,-4.266853356
133119,"Oxgang",55.9354055,-4.13808503
234291,"Park",57.075424,-2.335825098
234292,"Parkhill",57.21832146,-2.187586406
14979,"Peebles",55.64758358,-3.180313467
335375,"Penwhapple Reservoir",55.23585144,-4.747897404
10048,"Perth",56.41191473,-3.434206313
341345,"Perth Norwich Union",56.38611935,-3.464092253
336365,"Peter s Bridge",57.59839179,-4.428885478
14985,"Philiphaugh",55.53980549,-2.890068293
115632,"Picketlaw Reservoir",55.73611493,-4.281846657
234293,"Pitcaple",57.32351879,-2.464869508
14963,"Pitlochry",56.69656771,-3.720794881
14935,"Pitnacree",56.66006824,-3.756901303
486057,"Pluscarden Abbey",57.59946107,-3.433170424
234294,"Polhollick",57.05514629,-3.083180673
234295,"Polloch",56.75844885,-5.613663683
14884,"Polmonthill",55.99837265,-3.681998769
15187,"Polmonthill STW",55.99776804,-3.680208641
234296,"Poolewe",57.76144201,-5.599076889
335977,"Port Henderson",57.69574193,-5.777276479
115633,"Port William",54.76282686,-4.582967298
115634,"Portling",54.87093795,-3.744601282
15149,"Portmoak",56.19239436,-3.334726298
15213,"Prestonpans (Burnside)",55.95872741,-2.978593276
344764,"Prestwick",55.50523784,-4.610940702
365224,"Prop of Ythsie Borehole",57.37044329,-2.2006336
14915,"Prosen Bridge",56.71469976,-2.988763564
335575,"Quarry Head",57.63465034,-2.025944065
115387,"Quidnish",57.78007744,-6.897394589
517413,"Quinloch Bridge",56.00926669,-4.375847831
115638,"Quinloch Farm",56.0079586,-4.377500029
133763,"Racks Moss Deep",55.03991121,-3.520429847
15128,"Rawburn Filters",55.79952646,-2.515607789
234297,"Red Bridge",57.45461034,-4.494575811
336427,"Redbank",55.05197584,-3.617725701
234298,"Redcraig",57.42475756,-2.802015318
17069,"Redford",56.65338817,-2.94996964
133175,"Redhall",55.16743102,-3.450205295
133122,"Redlees",55.81909284,-4.108983791
365226,"Redmoss Oldtown BH",57.38006252,-2.292871618
379368,"Reedieleys Farm Obs BH Dunshalt",56.28477684,-3.223816418
554836,"Renagour Bridge",56.17693404,-4.418601789
133138,"Renfrew Tide Gauge",55.88537088,-4.382885201
455747,"Resallach",58.06311294,-5.015502465
485490,"Rest and be Thankful",56.22216848,-4.859016846
115390,"Rhian Bridge",58.11499626,-4.439159665
336217,"Rhiconich",58.42139172,-4.991227379
356990,"Rhidorroch",57.90929699,-5.117024011
335798,"Rhynie",57.33512153,-2.830209837
368013,"RhynieGS",57.3317252,-2.828953912
133123,"Robstone",55.25880544,-4.807721027
234300,"Rosehall",57.98210062,-4.586149187
331473,"Roseisle Maltings",57.66877427,-3.472586537
133124,"Ross Priory",56.05257642,-4.55746111
15070,"Rossie Farm",56.29912602,-3.202717904
133139,"Rothesay Tide Gauge",55.83882721,-5.052449446
115239,"Rothienorman",57.40900118,-2.466784574
133176,"Rowanburnfoot",55.07463868,-2.918221754
581105,"Royal Brackla Lade",57.55531817,-3.887903021
133177,"Rusko",54.90579321,-4.197617244
15155,"Saline",56.12224003,-3.585958925
15223,"Samuelston",55.9302059,-2.824222817
115645,"Saughall",55.60098751,-4.226431521
347562,"Scardroy No3",57.51892459,-4.985935657
335655,"Scotlandwell",56.19992436,-3.306941917
115240,"Scotsmill 3",57.67727732,-2.654616861
335201,"Scottish Seafarms BH2",57.46178266,-4.486777359
601518,"Seater LF BH GMP24",58.5230641386388,-3.30030961308379
574971,"Seilich Dam",56.96866496,-4.035393912
15113,"Selkirk (Toft House)",55.54658876,-2.845812576
234305,"Sgodachail",57.89327664,-4.546976399
234306,"Shenachie",57.37739614,-3.954996467
234307,"Sheriffmills",57.64636934,-3.351933142
133125,"Shewalton",55.59709275,-4.627788758
234310,"Shielfoot",56.76454538,-5.820892452
337108,"Shielsknowe",NaN,NaN
14975,"Shiplaw",55.72796917,-3.207291434
494255,"Shotts WWTW",55.81395203,-3.811987501
601657,"Sighthill Monitoring BH GRO101",55.873265403247,-4.24373655389965
601658,"Sighthill Monitoring BH Z1_ROT_604",55.8735147875958,-4.23348806063428
133126,"Sills of Clyde",55.66312399,-3.70505823
234313,"Skeabost",57.45437017,-6.311235369
464630,"Slamannan",55.94205217,-3.832217321
234314,"Sluggan",57.27399763,-3.875997348
115647,"Solwaybank",55.08629786,-3.086937218
115648,"Sorbie",54.79252816,-4.42628864
15098,"South Drumdowie No 2",56.30034834,-3.837277041
115649,"South Moorhouse",55.73251416,-4.350287842
234315,"Spey Dam",57.01121062,-4.336367491
133128,"Spiers Bridge",55.80186787,-4.32218584
14871,"Spilmersford",55.9100322,-2.871497598
15214,"Spott (Halls)",55.94697067,-2.55878051
15012,"Sprouston",55.61103047,-2.395690658
14930,"St Michaels",56.3903691,-2.908114188
335620,"St Monance",56.2047855,-2.78271364
532968,"Sterling Mills Gauging Station",56.14812902,-3.738809826
536844,"Stewarton",55.72543649,-4.445306033
345032,"Stobs Castle",55.38179195,-2.780516606
369551,"Stonyford",56.84214794,-2.811870347
557485,"Stranraer Tide Gauge",54.90622876,-5.029804979
344550,"Strathain BH1 LF",57.918039205956,-5.17120472624761
115651,"Strathclyde Park",55.80192931,-4.049896521
300383,"Strathkelvin House",55.94300475,-4.172710018
11368,"Strathkinness",56.33136897,-2.863918962
14931,"Strathmiglo",56.27758355,-3.253078016
379370,"Strathmiglo Obs BH Strathmiglo",56.27752654,-3.258696644
234316,"Strathpeffer",57.59297854,-4.523041423
234319,"Strathy Bridge",58.55872143,-4.002604762
15172,"Strathyre",56.32054504,-4.328975608
536544,"Stromness Tide Gauge",58.96195697,-3.297046663
361047,"Strowan",56.36918493,-3.92115763
234321,"Struy",57.42569662,-4.682400374
51893,"Swanston Raingauge",55.9003031857556,-3.2130238090888
15125,"Swinton",55.71865343,-2.266680155
14918,"Tannadice",56.7088965,-2.857771833
116037,"Tarbert Tidal",55.8645479,-5.411186791
511327,"Tarland WWTP",57.12504883,-2.851450464
234324,"Tarroul",58.47619579,-3.267060495
14999,"Teviothead",55.34222734,-2.936481216
115244,"The Lecht",57.20200168,-3.249607166
15158,"Tillicoultry",56.148819,-3.7458095
115654,"Tobermory",56.62026156,-6.080645248
337079,"Toldrie",56.26660364,-2.675318166
564863,"Tomatin No2",57.33816398,-4.013360208
15190,"Torduff",55.8968016,-3.267160193
115655,"Torhouse Mill",54.86683114,-4.495509107
115404,"Torridon",57.54431959,-5.506983484
234326,"Torwinny",57.52198313,-3.446843553
323188,"Townfoot (Glencaple)",54.99473579,-3.568993615
234327,"Tromie Bridge",57.0717185,-3.998638147
115247,"Tulchan",57.39918687,-3.44381882
133130,"Tulliford Mill",55.64374172,-3.75902119
14883,"Turnhouse",55.94528452,-3.345442654
506153,"Unthank Bridge",55.24336243,-2.967499315
506152,"Unthank Raingauge",55.24281443,-2.964073002
115657,"Upper Black Laggan",55.06299005,-4.387612866
116007,"Upper Monachyle",56.39271229,-4.463706898
115406,"Urquhart",57.59399199,-4.374371661
133131,"Victoria Bridge",56.53983375,-4.813560642
15101,"Victoria Lodge",55.4925265,-3.414675883
234331,"Wardend Bridge",57.58239454,-3.608335401
133178,"Waterhead",55.37439338,-4.304549757
133133,"Waterside",55.77868352,-4.240656047
459911,"Waterside Farm Obs BH",55.04847338,-3.640359968
369554,"Waterside Perth",56.89929851,-2.820760629
115660,"Waulkmill Glen",55.79484353,-4.353627607
116008,"Weisdale Mill",60.2593269,-1.288604022
368491,"Wellsies Burn",56.52284051,-3.293836481
133135,"Wellwood",55.5109582,-4.123670365
115409,"West Sandwick Yell",60.58602053,-1.179039039
525685,"Wester Arboll BH",57.8099688369647,-3.89340149141287
14944,"Wester Cardean",56.60590455,-3.151232647
15049,"Westhall",56.32099028,-3.082510265
115250,"Westhill",57.14756943,-2.291989375
15169,"Westwood Farm Lane",56.12907309,-4.013078635
502896,"Wheeb Bridge",55.09004091,-4.661771619
14881,"Whitburn",55.87157334,-3.682936938
355980,"White Bridge",57.33362742,-4.673089381
502874,"White Clauchrie",55.1412921,-4.677220867
133180,"White Laggan",55.07382387,-4.401198238
133181,"Whitesands",55.06536955,-3.610749368
15067,"Wolfhill",56.48512657,-3.370467732
234333,"Woodend",57.0501291,-2.603567118
133182,"Woodfoot",55.29395422,-3.41903487